name,address,details,about,city,micromarket,img1,img2,price
Awfis - Parinee Crescenzo,"Bandra Kurla Complex , Mumbai","Private Cabins - ₹19,999",,Mumbai,Bandra Kurla Complex,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/awfis-parinee-crescenzo-2/8qk7dh.jpg,19999.0
Regus - Rupa Renaissance,"Turbhe , Mumbai","Private Cabins - ₹10,490",,Mumbai,Turbhe,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/regus-rupa-renaissance/4b7fzh.jpg,10490.0
Quest Coworks - Technopolis Knowledge Park,"Andheri East , Mumbai","Dedicated Desks - ₹13,999, Private Cabins - ₹17,999",,Mumbai,Andheri East,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/quest-coworks-technopolis-knowledge-park/ueaxhw.jpg,13999.0
WeWork - Raheja Platinum,"Andheri East , Mumbai","Dedicated Desks - ₹14,999, Private Cabins - ₹28,799, Managed Office - ₹28,799",,Mumbai,Andheri East,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/wework-raheja-platinum/1.jpg,14999.0
91springboard,"Vikhroli , Mumbai","Dedicated Desks - ₹12,299, Private Cabins - ₹14,499",,Mumbai,Vikhroli,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/91springboard-vikhroli/1.jpg,12299.0
Executive Spaces - Lotus Corporate Park,"Goregaon , Mumbai","Dedicated Desks - ₹12,999, Private Cabins - ₹13,999",,Mumbai,Goregaon,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/executive-spaces-lotus-corporate-park/pntdj9.jpg,12999.0
TableSpace - Godrej BKC,"Bandra East , Mumbai",,,Mumbai,Bandra East,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/tablespace-godrej-bkc/e42jvu.jpg,30383.0
"WeWork - 247 Park, Vikhroli West","Vikhroli , Mumbai","Dedicated Desks - ₹12,999, Private Cabins - ₹23,599, Managed Office - ₹23,599",,Mumbai,Vikhroli,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/wework-vikhroli/1.jpg,12999.0
Smartworks - Fleet House,"Andheri , Mumbai","Dedicated Desks - ₹14,999, Private Cabins - ₹16,999, Managed Office - ₹16,999",,Mumbai,Andheri,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/smartworks-andheri/1.jpg,14999.0
IndiQube - Arena,"Jogeshwari East , Mumbai","Private Cabins - ₹8,999, Managed Office - ₹8,999",,Mumbai,Jogeshwari East,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/indiqube-arena/1.jpg,8999.0
Awfis - Bhairav Milestone,"Thane West , Mumbai","Dedicated Desks - ₹13,000, Private Cabins - ₹13,000, Managed Office - ₹13,000",,Mumbai,Thane,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/awfis-thanewest/1.jpg,13000.0
Lets Work - Raheja Plaza,"Ghatkopar West , Mumbai","Dedicated Desks - ₹9,499, Private Cabins - ₹9,999",,Mumbai,Ghatkopar West,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/lets-work-raheja-plaza/9hqame.jpg,9499.0
Apeejay Business Centre - Apeejay House,"Churchgate , Mumbai","Dedicated Desks - ₹9,999, Private Cabins - ₹14,999",,Mumbai,Churchgate,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/apeejay-business-centre-apeejay-house-2/qwarxz.jpg,9999.0
MyBranch - ITC Park,"CBD Belapur , Mumbai","Dedicated Desks - ₹7,199",,Mumbai,Cbd Belapur,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/mybranch-cbdbelapur/1.jpg,7199.0
91springboard - Lotus Star,"Andheri East , Mumbai","Dedicated Desks - ₹11,799, Private Cabins - ₹13,999",,Mumbai,Andheri East,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/91springboard-andherieast/1.jpg,11799.0
603 The Coworking Space - Amore,"Bandra Kurla Complex , Mumbai","Dedicated Desks - ₹12,999, Private Cabins - ₹13,999",,Mumbai,Bandra Kurla Complex,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/603-the-coworking-space-amore/vyz6jh.jpg,12999.0
Toutle Space - Corporate Arena,"Goregaon West , Mumbai","Private Cabins - ₹8,999, Dedicated Desks - ₹8,999",,Mumbai,Goregaon West,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/toutle-space-corporate-arena/qvhhk4.jpg,8999.0
603 The Coworking Space - Kamala Mills Compound,"Lower Parel , Mumbai","Dedicated Desks - ₹16,999, Private Cabins - ₹17,999",,Mumbai,Lower Parel,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/603-the-coworking-space-kamala-mills-compound/exterior/6qdjc5.jpg,16999.0
Awfis - The Empire Tower,"Airoli , Mumbai","Private Cabins - ₹12,999, Dedicated Desks - ₹12,999, Managed Office - ₹12,999",,Mumbai,Airoli,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/awfis-the-empire-tower/1.jpg,12999.0
91springboard - Kagalwala House,"Bandra Kurla Complex , Mumbai","Dedicated Desks - ₹15,399, Private Cabins - ₹18,299",,Mumbai,Bandra Kurla Complex,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/91springboard-kagalwala-house/1.jpg,15399.0
Awfis - Vaman Techno Center,"Andheri , Mumbai","Private Cabins - ₹13,000, Dedicated Desks - ₹13,000, Managed Office - ₹13,000",,Mumbai,Andheri,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/awfis-andheri/1.jpg,13000.0
Bootstart - Doulatram Mansion,"Colaba , Mumbai","Dedicated Desks - ₹9,499, Managed Office - ₹9,499",,Mumbai,Colaba,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/bootstart-doulatram-mansion/1.jpg,9499.0
iKeva - B206 Powai,"Powai , Mumbai","Private Cabins - ₹11,999, Dedicated Desks - ₹14,999",,Mumbai,Powai,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/ikeva-b206-powai/bmm7zy.jpg,11999.0
Regus - Rupa Renaissance,"Chandivali , Mumbai","Private Cabins - ₹28,490",,Mumbai,Chandivali,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/regus-rupa-renaissance-2/tdb2de.jpg,28490.0
DevX - Dynasty Business Park,"Andheri East , Mumbai","Dedicated Desks - ₹12,499, Private Cabins - ₹15,499",,Mumbai,Andheri East,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/devx-andherieast/1.jpg,12499.0
Awfis - Adani Inspire BKC,"Bandra East , Mumbai","Private Cabins - ₹22,999, Dedicated Desks - ₹22,999, Managed Office - ₹22,999",,Mumbai,Bandra East,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/awfis-inspire/1.jpg,22999.0
Cowrks - Birla Centurion,"Worli , Mumbai","Dedicated Desks - ₹19,999, Private Cabins - ₹25,999",,Mumbai,Worli,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/cowrks-birla-centurion/exterior/5bt5km.jpg,19999.0
Regus - Tiffany Building,"Thane West , Mumbai","Private Cabins - ₹9,529, Dedicated Desks - ₹9,529",,Mumbai,Thane,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/regus-tiffany/1.jpg,9529.0
Regus - Corporate Park II,"Chembur , Mumbai","Dedicated Desks - ₹9,057, Private Cabins - ₹13,799",,Mumbai,Chembur,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/regus-corporate-park-ii/1.jpg,9057.0
WeWork - Express Towers,"Nariman Point , Mumbai","Dedicated Desks - ₹22,999, Private Cabins - ₹32,399, Managed Office - ₹32,399",,Mumbai,Nariman Point,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/wework-express-towers/1.jpg,22999.0
bloomdesk,"Kandivali West , Mumbai","Dedicated Desks - ₹9,500, Private Cabins - ₹9,500",,Mumbai,Kandivali West,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/bloomdesk-kandivaliwest/1.jpg,9500.0
Awfis - Lodha iThink,"Thane West , Mumbai","Private Cabins - ₹12,000, Dedicated Desks - ₹12,000, Managed Office - ₹12,000",,Mumbai,Thane,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/awfis-lodha-ithink/1.jpg,12000.0
603 The Coworking Space - Matulya Centre,"Lower Parel , Mumbai","Private Cabins - ₹11,000, Dedicated Desks - ₹11,000, Managed Office - ₹11,000",,Mumbai,Lower Parel,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/603-the-coworking-space-matulya-centre/1.jpg,11000.0
Enjoy Coworking Space,"CBD Belapur , Mumbai","Dedicated Desks - ₹8,499, Private Cabins - ₹8,499",,Mumbai,Cbd Belapur,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/enjoy-coworking-space-cbdbelapur/7wjuhm.jpg,8499.0
EFC Offices - Empire Tower,"Airoli , Mumbai","Dedicated Desks - ₹8,999",,Mumbai,Airoli,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/efc-offices-empire-tower/kw2rkm.jpg,8999.0
Executive Spaces - Shah Trade Centre,"Malad East , Mumbai","Dedicated Desks - ₹9,999, Private Cabins - ₹10,999",,Mumbai,Malad East,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/executive-spaces-shah-trade-centre/ag9xfp.jpg,9999.0
Toutle Space - Mindspace,"Malad West , Mumbai","Private Cabins - ₹7,999, Dedicated Desks - ₹7,999",,Mumbai,Malad West,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/toutle-space-mindspace/asd7tk.jpg,7999.0
IndiQube - L&T Business Park,"Powai , Mumbai","Dedicated Desks - ₹10,999, Private Cabins - ₹11,999",,Mumbai,Powai,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/indiqube-lt-business-park/2gsg2w.jpg,10999.0
Regus - Supreme Business Park,"Powai , Mumbai","Dedicated Desks - ₹17,690, Private Cabins - ₹19,990",,Mumbai,Powai,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/regus-supreme-business-park/vtfuvm.jpg,17690.0
603 The Coworking Space - RUPA SOLITAIRE,"Kopar Khairane , Mumbai","Dedicated Desks - ₹8,999, Private Cabins - ₹9,999",,Mumbai,Kopar Khairane,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/603-the-coworking-space-rupa-solitaire/gs36df.jpg,8999.0
Awfis - Rcity,"Ghatkopar West , Mumbai","Dedicated Desks - ₹12,999",,Mumbai,Ghatkopar West,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/awfis-rcity/u24dc2.jpg,12999.0
Awfis - Auram Q Parc,"Thane - Belapur Road , Mumbai","Dedicated Desks - ₹12,999",,Mumbai,Thane Belapur Road,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/awfis-auram-q-parc/y43wtp.jpg,12999.0
"BHIVE Platinum BKC - Adani Inspire, BKC","Bandra Kurla Complex , Mumbai","Dedicated Desks - ₹27,999, Private Cabins - ₹27,999",,Mumbai,Bandra Kurla Complex,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/bhive-platinum-bkc-adani-inspire-bkc/exterior/692vty.jpg,27999.0
Smartworks - Smartworks Corporate Park,"Sector 125 , Noida","Private Cabins - ₹8,499, Managed Office - ₹8,499",,Noida,Sector 125,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/smartworks-noida/1.jpg,8499.0
WeWork - Berger Delhi One,"Sector 16 , Noida","Dedicated Desks - ₹11,999, Private Cabins - ₹18,699, Managed Office - ₹18,699",,Noida,Sector 16,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/wework-sector16/exterior/5r6s8m.jpg,11999.0
EFC Offices - Trapezoid IT Park,"Sector 62 , Noida","Dedicated Desks - ₹8,999",,Noida,Sector 62,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/efc-offices-trapezoid-it-park/asamme.jpg,8999.0
Awfis - Majestic Omnia,"Sector 4 , Noida","Managed Office - ₹9,500",,Noida,Sector 4,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/awfis--majestic-omnia-awfis-space-solutions/pyrpmg.jpg,9500.0
Awfis - Majestic Signia,"Sector 62 , Noida","Private Cabins - ₹9,499, Dedicated Desks - ₹9,499",,Noida,Sector 62,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/awfis-majestic-signia/azngnb.jpg,9499.0
91springboard,"Sector 2 , Noida","Private Cabins - ₹9,499, Dedicated Desks - ₹9,499",,Noida,Sector 2,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/91springboard-sector-2/exterior/ezdxt9.jpg,9499.0
AltF Coworking,"Sector 68 , Noida","Dedicated Desks - ₹6,499, Private Cabins - ₹6,499",,Noida,Sector 68,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/alt-f-coworking-sector68/1.jpg,6499.0
Cowrks - Candor techspace,"Sector 62 , Noida","Private Cabins - ₹14,500, Dedicated Desks - ₹14,500",,Noida,Sector 62,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/cowrks-candor-techspace/exterior/pxbxuu.jpg,14500.0
AltF Coworking - Sector 142,"Sector 142 , Noida","Dedicated Desks - ₹7,000, Private Cabins - ₹7,000",,Noida,Sector 142,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/alt-f-coworking-sector142/exterior/azjntp.jpg,7000.0
Serenia coworking - IHDP Business Park,"Noida Expressway , Noida","Dedicated Desks - ₹7,499, Private Cabins - ₹7,499",,Noida,Noida Expressway,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/serenia-coworking-ihdp-business-park/1.jpg,7499.0
Qbicals Coworking - Tapasya Corp Heights,"Sector 126 , Noida","Dedicated Desks - ₹6,999, Private Cabins - ₹7,999",,Noida,Sector 126,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/qbicals-coworking-sector126/1.jpg,6999.0
Incuspaze,"Sector 64 , Noida","Private Cabins - ₹7,499, Dedicated Desks - ₹7,499, Managed Office - ₹7,499",,Noida,Sector 64,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/incuspaze-sector64/exterior/2vrgh8.jpg,7499.0
Ofis Square - Ofis Tower,"Sector 3 , Noida","Dedicated Desks - ₹9,500, Private Cabins - ₹10,500",,Noida,Sector 3,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/ofis-square-sector3/y2s9kr.jpg,9500.0
Spaces - Max Towers,"Sector 16 , Noida","Dedicated Desks - ₹16,895, Private Cabins - ₹20,599",,Noida,Sector 16,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/spaces-max-towers/1.jpg,16895.0
Akasa Coworking - Trapezoida IT Park,"Sector 62 , Noida","Dedicated Desks - ₹6,999, Private Cabins - ₹7,999",,Noida,Sector 62,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/akasa-coworking-trapezoida-it-park/sry5ag.jpg,6999.0
DevX - Club 125,"Sector 125 , Noida","Managed Office - ₹8,499",,Noida,Sector 125,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/devx-club-125/488apg.jpg,8499.0
Unboxed,"Sector 65 , Noida","Dedicated Desks - ₹4,999, Private Cabins - ₹5,499",,Noida,Sector 65,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/unboxed/1.jpg,4999.0
Amigo Coworking,"Sector-8 , Noida","Dedicated Desks - ₹5,999, Private Cabins - ₹6,999",,Noida,Sector 8,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/amigo-coworking/1.jpg,5999.0
Revstart - Eco Tower,"Noida Expressway , Noida","Dedicated Desks - ₹5,999, Private Cabins - ₹7,999",,Noida,Noida Expressway,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/revstart/1.jpg,5999.0
MiQB,"Sector 58 , Noida","Dedicated Desks - ₹5,999, Private Cabins - ₹6,999",,Noida,Sector 58,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/miqb/1.jpg,5999.0
Worxways,"Sector 63 , Noida","Dedicated Desks - ₹5,499, Private Cabins - ₹6,899",,Noida,Sector 63,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/worxways/1.jpg,5499.0
Wizworks - KS Corporate Tower,"Sector 16 , Noida","Dedicated Desks - ₹9,999, Private Cabins - ₹9,999",,Noida,Sector 16,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/wizworks-sector-16-noida/1.jpg,9999.0
Cubicle Workzone,"Sector 63 , Noida","Private Cabins - ₹3,999, Dedicated Desks - ₹3,999",,Noida,Sector 63,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/cubicle-workzone-sector63/1.jpg,3999.0
91springboard,"Sector 63 , Noida","Dedicated Desks - ₹8,049, Private Cabins - ₹9,699",,Noida,Sector 63,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/91springboard-sector63/1.jpg,8049.0
AltF Coworking - Express Trade,"Noida Expressway , Noida","Private Cabins - ₹6,999, Dedicated Desks - ₹6,999",,Noida,Noida Expressway,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/alt-f-coworking-express-trade/1.jpg,6999.0
Balaji Coworks - IThum tower,"Sector 62 , Noida","Dedicated Desks - ₹4,499",,Noida,Sector 62,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/balaji-coworks-ithum-tower/1.jpg,4499.0
CoWorkZen - IThum tower,"Sector 62 , Noida","Dedicated Desks - ₹6,499, Private Cabins - ₹7,499",,Noida,Sector 62,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/coworkzen-ithum-tower/1.jpg,6499.0
Regus,"Sector 16 , Noida","Dedicated Desks - ₹11,607, Private Cabins - ₹12,999",,Noida,Sector 16,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/regus-sector16/1.jpg,11607.0
India Accelerator - Iconic Corenthum,"Sector 62 , Noida","Dedicated Desks - ₹9,999, Private Cabins - ₹11,999",,Noida,Sector 62,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/india-accelerator-iconic-corenthum/1.jpg,9999.0
Execube,"Sector 135 , Noida","Dedicated Desks - ₹4,999, Private Cabins - ₹4,999, Managed Office - ₹4,999",,Noida,Sector 135,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/execube-sector135/1.jpg,4999.0
Myworx,"Sector 16 , Noida","Private Cabins - ₹4,000, Dedicated Desks - ₹4,000",,Noida,Sector 16,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/my-worx-sector16-2/1.jpg,4000.0
Workbox - Supertech E Square,"Sector 96 , Noida","Dedicated Desks - ₹6,999, Private Cabins - ₹7,499",,Noida,Sector 96,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/workbox-supertech-e-square/exterior/9dyvym.jpg,6999.0
Incuspaze,"Sector 64 , Noida","Private Cabins - ₹7,499, Dedicated Desks - ₹7,499, Managed Office - ₹7,499",,Noida,Sector 64,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/incuspaze-sector64-2/exterior/nsk23q.jpg,7499.0
SupremeWork - Logix Park,"Sector 16 , Noida","Private Cabins - ₹7,999, Dedicated Desks - ₹7,999",,Noida,Sector 16,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/supremework-logix-park/vmnufg.jpg,7999.0
SupremeWork - Spring Meadows Business Park,"Sector 63 , Noida","Dedicated Desks - ₹4,999, Private Cabins - ₹6,499",,Noida,Sector 63,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/supremework-spring-meadows-business-park/z8yk75.jpg,4999.0
Bizydesk Coworking,"Sector 3 , Noida","Dedicated Desks - ₹3,999",,Noida,Sector 3,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/bizydesk-coworking-sector3/yqgndp.jpg,3999.0
DevX - Logix Cyber Park,"Sector 62 , Noida","Managed Office - ₹6,999",,Noida,Sector 62,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/devx-logix-cyber-park/w8q88q.jpg,6999.0
Office on,"Sector 16 , Noida","Dedicated Desks - ₹4,999, Private Cabins - ₹6,499",,Noida,Sector 16,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/office-on-sector16/vz7pc2.jpg,4999.0
ReOffice - B&B Genesis,"Sector 16 , Noida","Dedicated Desks - ₹5,499, Private Cabins - ₹5,999",,Noida,Sector 16,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/reoffice-bb-genesis/w88ayy.jpg,5499.0
Skootr Max Square - MAX Square,"Sector 129 , Noida",,,Noida,Sector 129,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/skootr-max-square-max-square/4znbmp.jpg,
MyBranch Noida - Chandra Heights,"Sector 107 , Noida","Managed Office - ₹6,499",,Noida,Sector 107,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/mybranch-noida-chandra-heights/h859j8.jpg,6499.0
Coworkzen - bhutani alphathum,"Noida Expressway , Noida","Dedicated Desks - ₹6,000, Private Cabins - ₹7,500",,Noida,Noida Expressway,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/coworkzen-bhutani-alphathum/79bknw.jpg,6000.0
ABL Workspaces,"Sector 4 , Noida","Dedicated Desks - ₹4,999, Private Cabins - ₹5,999",,Noida,Sector 4,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/abl-workspaces-noida/1.jpg,4999.0
Co-Offiz,"Sector 63 , Noida","Dedicated Desks - ₹6,999, Private Cabins - ₹7,499",,Noida,Sector 63,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/cooffiz-sector63/1.jpg,6999.0
Skytex Coworks,"Sector 63 , Noida","Dedicated Desks - ₹4,499, Private Cabins - ₹5,499",,Noida,Sector 63,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/skytex-coworks-sector63/1.jpg,4499.0
Workwings,"Sector 63 , Noida","Dedicated Desks - ₹5,999, Private Cabins - ₹6,499",,Noida,Sector 63,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/workwings-sector63-2/1.jpg,5999.0
Workspaces by Innova,"Sector 63 , Noida","Dedicated Desks - ₹5,999, Private Cabins - ₹6,999",,Noida,Sector 63,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/workspaces-by-innova-sector63/1.jpg,5999.0
Coworkrs - ITHUM Park,"Sector 62 , Noida","Dedicated Desks - ₹3,999, Private Cabins - ₹4,699",,Noida,Sector 62,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/coworkrs-ithum-park/1.jpg,3999.0
The Poshmind Spaces - Hyde Park Crown,"Sector 78 , Noida","Dedicated Desks - ₹3,999, Private Cabins - ₹4,999",,Noida,Sector 78,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/the-poshmind-spaces-hyde-park-crown/1.jpg,3999.0
SupremeWork,"Sector 16 , Noida","Dedicated Desks - ₹6,199, Private Cabins - ₹8,199",,Noida,Sector 16,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/supremework-sector16/1.jpg,6199.0
Regus,"Sector 62 , Noida","Dedicated Desks - ₹10,946, Private Cabins - ₹12,199",,Noida,Sector 62,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/regus-sector62/1.jpg,10946.0
Etherea Coworking - Bhutani Alphathum,"Sector 90 , Noida","Dedicated Desks - ₹7,499, Private Cabins - ₹8,499",,Noida,Sector 90,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/etherea-coworking-bhutani-alphathum/exterior/jkhxtb.jpg,7499.0
Myworx,"Sector 16 , Noida","Dedicated Desks - ₹4,500, Private Cabins - ₹4,500",,Noida,Sector 16,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/my-worx-sector16/1.jpg,4500.0
Awfis - Knowledge Boulevard,"Sector 62 , Noida","Private Cabins - ₹11,000, Managed Office - ₹11,000",,Noida,Sector 62,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/awfis-sector62/wy5zer.jpg,11000.0
Awfis - Riverside Tower,"Sector 125 , Noida","Private Cabins - ₹9,500, Managed Office - ₹9,500",,Noida,Sector 125,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/awfis-sector125/eeejpk.jpg,9500.0
Bizydesk Coworking,"Sector 2 , Noida","Dedicated Desks - ₹3,999",,Noida,Sector 2,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/bizydesk-coworking-sector2/6mh3zk.jpg,3999.0
Smartworks,"Sector 62 , Noida","Private Cabins - ₹6,999, Dedicated Desks - ₹6,999",,Noida,Sector 62,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/smartworks-sector62/jccdjn.jpg,6999.0
DevX - Green Boulevard,"Sector 62 , Noida","Managed Office - ₹7,999",,Noida,Sector 62,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/devx-green-boulevard/c99qq2.jpg,7999.0
Nukleus,"Sector 142 , Noida","Dedicated Desks - ₹5,999, Private Cabins - ₹6,999",,Noida,Sector 142,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/nukleus-sector142/thnbfw.jpg,5999.0
Thinkvalley - ATS Bouquet,"Sector 132 , Noida","Dedicated Desks - ₹8,499",,Noida,Sector 132,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/thinkvalley-ats-bouquet/cj6vpr.jpg,8499.0
Studio SMA,"Sector 6 , Noida","Dedicated Desks - ₹3,999, Private Cabins - ₹11,999",,Noida,Hsr Layout,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/studio-sma-sector6/xqvzvv.jpg,3999.0
Lets Connect,"Sector 136 , Noida","Dedicated Desks - ₹5,999, Private Cabins - ₹6,999",,Noida,Sector 136,https://res.cloudinary.com/myhq/image/upload/f_auto,q_auto/w_1280/workspaces/lets-connect-sector136noida/47vsa9.jpg,5999.0
